"111405";"Jak s dětmi mluvit o sexu, manželství a rodičovství";"Ilona Burdová";"Kartuzianské nakladatelství";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111405.jpg";"0";"Velmi kvalitní kniha po všech stránkách, zpracovaná odborně i formálně velmi seriozně a na vysoké úrovni.
Doporučuje se všem rodičům i pedagogům."
"111406";"Oksa Pollocková - Vyvolená";"Anne Plichotová, Cedrine Wolfová";"SPN - Mladé letá";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111406.jpg";"0";"Oksin život sa prevrátil naruby v deň, keď začala chodiť do novej školy v Londýne, kam sa s rodičmi presťahovala z Paríža. Keď bola sama vo svojej izbe, nervózna z novej školy, zbadala, že jej zrazu začal horieť stôl, jej nevybalené škatule vybuchli..."
"111407";"Výstava / Jan Merta";;"Wanieck Gallery";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111407.jpg";"0";"Výstavy obrazů Jana Merty, jednoho z nejvýznamějších současných českých malířů, nebývají příliš časté. S tím větším zájmem a očekáváním se proto každá další výstava setkává. Katalog dokumentuje dosud nejrozsáhlejší Mertovu expozici..."
"111408";"Cesta nepoddajnosti";"Henri Michaux";"RUBATO";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111408.jpg";"0";"Cesta nepoddajnosti je dílem radikální básnické imaginace, exkurzem do oblasti paranormálních jevů (poltergeist, posedlost démony, levitace)."
"111409";"Etika a příroda";"Marie Skýbová";"Pavel Mervart";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111409.jpg";"0";"Vztah člověka k přírodě je tématem povýtce aktuálním již proto, že dopady našeho zacházení s přírodou pociťujeme čím dál silněji. Skutečné morální jednání nemůže být založené pouze na prospěchu či ekonomických důvodech."
"111410";"Päťminútovky z matematiky pre 3. ročník základných škôl";"Adela Jureníková";"Príroda";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111410.jpg";"0";"Pracovný zošit Päťminútovky z matematiky pre 3. ročník základných škôl v sérii nadväzuje na úspešné publikácie päťminútoviek pre 1. a 2. ročník základných škôl..."
"111411";"Gubbio";"Dušan Šimko";"Havran";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111411.jpg";"0";"Šest vzájemně se doplňujících příběhů této knihy slovenského autora žijícího od roku 1968 ve Švýcarsku se odehrává v různých historických obdobích na různých místech Evropy."
"111412";"Antagonisté renin-angiotenzin-aldosteronového systému";"Václav Monhart, Jiří Widimský, Jiří Widimský jr., Karel Horký";"Triton";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111412.jpg";"0";"Tato publikace je první monografií shrnující současný stav vědomostí o systému renin-angiotenzin-aldosteron (RAA) a možnostech jeho farmakologického ovlivnění..."
"111413";"Akutní plicní embolie a žilní trombóza";"Jaroslav Malý, Jiří Widimský";"Triton";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111413.jpg";"0";"Třetí rozšířené a přepracované vydání monografie Akutní plicní embolie a žilní trombóza se zabývá patogenezí, diagnostikou, léčbou a prevencí těchto onemocnění..."
"111414";"Jezuitské divadlo";"Petr Polehla";"Pavel Mervart";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111414.jpg";"0";"Jezuitské divadlo mělo primárně vzdělávací a výchovnou funkci a bylo zakomponováno do řádového školského systému, jehož cíle lze shrnout do sousloví docta pietas (učená zbožnost, resp. učenost a zbožnost)."
"111415";"Drogová závislost a rodina";"Marina Barnardová";"Triton";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111415.jpg";"0";"Kniha je výsledkem výzkumů týkajících se nejen závislosti na návykových látkách, ale především vlivu zneužívání návykových látek na celý rodinný systém..."
"111417";"Odvaha";"Dick Francis";"Slovenský spisovateľ";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111417.jpg";"0";"Táto kniha obsahuje okrem románu Odvaha aj vlastný životopis autora s názvom Šport kráľovien. Na obálke sú použité dobové fotografie z jeho životných dostihov..."
"111436";"The Highbush Blueberry and Its Management";"Robert Gough";"CRC Press";"1993";"http://www.martinus.sk/data/tovar/_m/111/m111436.jpg";"0";"Here is a book that sets forth vital information growers need to produce highbush blueberries effectively and efficiently..."
"111437";"Perfect Chemistry";"Simone Elkeles";"Simon & Schuster";"2010";"http://www.martinus.sk/data/tovar/_m/111/m111437.jpg";"5";"When Brittany Ellis walks into chemistry class on the first day of senior year, she has no clue that her carefully created \"perfect\" life is about to unravel before her eyes..."
